Time,Y,Y_type,CL,Drug,ConcInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL6,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL6,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL6,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL6,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.800804333333333,IL2,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.863035333333333,IL2,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.17419133333333,IL2,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,25.651779,IL2,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.863035666666667,IL2,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.593367,IL2,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0.759317,IL2,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.925266666666667,IL2,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.132704,IL2,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.402372,IL2,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.402372,IL2,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.07047266666667,IL2,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL2,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL2,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1.75501566666667,IL2,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1.15344766666667,IL2,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL10,LowExpr,LowAffinity,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL10,LowExpr,LowAffinity,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL10,LowExpr,LowAffinity,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL10,LowExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL10,LowExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,IL10,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,IL10,LowExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,IL10,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,0,IL10,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,6.04580333333333,IL10,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,125.335466666667,IL10,LowExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.77887666666668,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6.77636,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,13.7037866666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,20.2228633333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,27.4183433333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,33.3446633333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,39.8864766666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,43.58868,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,50.1325833333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,53.6813733333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,57.4991566666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,61.49359,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,63.2334233333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,65.8513933333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,68.5045233333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,70.88541,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,72.4916666666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,75.2631566666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,76.0126333333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,77.77252,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,79.7737233333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,81.8085466666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,83.3171533333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,85.71765,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,86.4238166666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,89.237642,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,91.1280446666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,91.775127,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,91.021282,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93.1832453333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,94.4295386666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,95.0637603333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,95.779511,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,96.501498,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,96.8619196666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,97.3681623333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,97.610066,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,98.2387826666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,98.573664,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,98.358344,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,98.7182053333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,98.8218596666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,99.1487946666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,99.272032,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,99.390874,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,99.1811786666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,99.4230683333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,99.4334333333333,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,99.61112,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,99.583094,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,99.557563,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,99.6160366666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,99.5916996666667,Cells,HighExpr,LowAffinity,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.02023,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4.642655,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,12.083805,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,19.43261,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,26.64739,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,31.383835,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,35.91145,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,39.64674,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,42.383535,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,43.31321,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,46.070005,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,47.599855,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,50.595485,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,53.02255,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,54.79858,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,57.474115,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,59.49453,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,62.23488,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,63.633855,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,64.53251,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,65.645655,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66.822585,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,68.023,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,69.27902,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,71.52569,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,74.187325,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,74.59185,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,77.40962,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,76.59054,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,79.940885,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,81.929435,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,82.78963,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,85.964675,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,87.499925,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,89.14126,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,90.204461,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,91.7321375,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,93.206681,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,94.135952,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,94.5299405,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,95.015797,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,95.4154665,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,96.478251,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,96.788171,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,96.838706,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,97.227332,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,97.603869,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,98.0094605,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,98.15784,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,98.1754555,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,98.3464805,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,98.476819,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,98.623881,Cells,HighExpr,LowAffinity,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.90490333333332,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,10.97905,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,19.5280933333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,26.5749733333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,32.7579266666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,36.09926,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,41.12539,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,44.72197,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,49.1904166666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,52.0009633333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,55.8223966666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,57.7649333333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,59.24051,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,62.20293,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,64.24418,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,65.3935066666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,67.2147,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,69.2307166666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,70.4360033333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,71.1103133333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,72.79962,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,74.7578633333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77.0833466666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,78.78028,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,80.2793966666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,81.89924,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,82.4572433333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,83.8043366666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,85.2352756666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,86.928946,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,87.4950513333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,88.905624,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,89.0560486666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,88.770361,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,89.7257393333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,89.947918,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,90.183368,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,90.650402,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,91.0202063333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,91.292773,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,91.6564383333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,91.39728,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,91.3853213333333,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,91.89552,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,91.679566,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,92.1884386666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,92.1524176666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,92.296241,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,93.213417,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,93.6202406666667,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,93.638069,Cells,HighExpr,LowAffinity,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2.81165,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2.32391,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6.747,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,10.74929,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,15.24889,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,17.14245,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,22.20628,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,24.74059,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,30.08655,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,32.82169,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,33.38115,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,38.79883,Cells,HighExpr,LowAffinity,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
